Date,Time,Booking ID,Booking Status,Customer ID,Vehicle Type,Pickup Location,Drop Location,Avg VTAT,Avg CTAT,Cancelled Rides by Customer,Reason for cancelling by Customer,Cancelled Rides by Driver,Reason for cancelling by Driver,Incomplete Rides,Incomplete Rides Reason,Booking Value,Ride Distance,Driver Ratings,Customer Rating
2024-05-16,20:34:33,CNR4331448,Cancelled by System,845105,Prime Sedan,Banashankari,Sanjay Nagar,,,0,,0,,0,,,,,
2024-05-16,19:02:07,CNR9380561,Success,389553,Bike,Hebbal,Sanjay Nagar,9.69,8.37,0,,0,,0,,208,20.54,4.7,3.5
2024-05-04,08:04:52,CNR1643737,Cancelled by System,155836,Prime SUV,Bellandur,Mahadevapura,,,0,,0,,0,,,,,
2024-05-12,20:48:04,CNR4549825,Cancelled by Driver,721704,eBike,Brigade Road,Mahadevapura,,,0,,1,The customer was coughing/sick,0,,,,,
2024-05-05,11:36:06,CNR5487958,Success,875355,Auto,Indiranagar,Bennigana Halli,4.28,13.88,0,,0,,0,,296,21.16,4.5,4.3
2024-05-26,11:21:16,CNR9907435,Success,868871,Prime Sedan,Sanjay Nagar,Bennigana Halli,7.97,5.81,0,,0,,0,,382,15.66,3.3,4.7
2024-05-24,19:10:06,CNR8973451,Success,105045,Bike,Mahadevapura,Bannerghatta Road,6.56,9.13,0,,0,,0,,381,18.81,3.7,4.3
2024-05-19,00:32:01,CNR5952806,Success,422575,Prime Sedan,Sadashivanagar,Electronic City,9.3,4.77,0,,0,,0,,586,40.69,4.4,4.3
2024-05-25,02:05:10,CNR9928032,Success,431156,Prime Plus,Peenya,Hoodi,4.39,3.13,0,,0,,0,,302,41.17,3.6,4.4
2024-05-11,21:06:33,CNR4232139,Cancelled by Driver,946668,Auto,Hoodi,Langford Town,,,0,,1,More than permitted people in there,0,,,,,
2024-05-05,00:33:25,CNR8003031,Success,964178,Prime Plus,Brookefield,HSR Layout,8.28,8.6,0,,0,,0,,1056,12.42,4.2,3.7
2024-05-14,04:50:34,CNR9403669,Incomplete,339200,Prime Plus,Koramangala,Old Airport Road,9.92,5.19,0,,0,,1,Other Issue,993,14.02,4.1,4.4
2024-05-12,15:01:50,CNR2140790,Success,569671,Prime Sedan,Marathahalli,HSR Layout,8.03,6.42,0,,0,,0,,72,8.23,5,4.8
2024-05-05,21:13:25,CNR9526004,Success,195519,eBike,Mathikere,Sarjapur Road,3.07,3.78,0,,0,,0,,698,9.06,4.1,4.6
2024-05-22,23:15:53,CNR5935070,Success,897805,Bike,BTM Layout,Koramangala,4.67,12.27,0,,0,,0,,221,10.59,4.6,3.8
2024-05-12,18:53:04,CNR5395198,Success,849126,Prime Plus,Banashankari,Malleshwaram,5.17,4.27,0,,0,,0,,462,38.53,3.1,4.1
2024-05-24,20:49:05,CNR8716875,Success,583475,Prime SUV,RT Nagar,Vijayanagar,1.95,9.82,0,,0,,0,,217,11.87,4.1,4.2
2024-05-12,09:30:43,CNR1315926,Cancelled by Driver,962263,Auto,Mathikere,Sadashivanagar,,,0,,1,More than permitted people in there,0,,,,,
2024-05-24,23:03:49,CNR6620887,Success,642143,Prime SUV,CV Raman Nagar,Bannerghatta Road,4.05,5.62,0,,0,,0,,1551,31.81,3.3,5
2024-05-22,19:32:55,CNR7552628,Success,750935,Bike,Hoodi,Ulsoor,8.49,7.68,0,,0,,0,,298,30.11,3.2,4.9
2024-05-04,13:42:12,CNR1708478,Cancelled by Driver,388758,Prime Sedan,Varthur,Gokula,,,0,,1,The customer was coughing/sick,0,,,,,
2024-05-24,07:48:38,CNR7315476,Success,648386,Mini,New BEL Road,Banashankari,1.55,5.87,0,,0,,0,,161,4.37,4.2,4.4
2024-05-16,16:02:25,CNR5658650,Cancelled by Customer,283294,eBike,Brigade Road,RT Nagar,,,1,Change of plans,0,,0,,,,,
2024-05-04,07:45:30,CNR3230663,Cancelled by System,591070,Prime Plus,Marathahalli,Varthur,,,0,,0,,0,,,,,
2024-05-15,03:10:26,CNR5006599,Success,974030,Bike,Sanjay Nagar,Vidyaranyapura,8.98,3.21,0,,0,,0,,369,25.14,3.7,4.5
2024-05-26,12:25:59,CNR1747562,Cancelled by Customer,805871,Auto,Sadashivanagar,Sanjay Nagar,,,1,Wrong Address,0,,0,,,,,
2024-05-07,05:44:13,CNR1469915,Success,563885,Prime Plus,Bannerghatta Road,CV Raman Nagar,4.6,3.24,0,,0,,0,,712,24.83,3.3,5
2024-05-22,03:06:59,CNR7979606,Success,398758,Prime SUV,Kalyan Nagar,Vijayanagar,6.44,11.83,0,,0,,0,,609,2.17,3.6,4.1
2024-05-05,22:08:33,CNR2872539,Cancelled by Driver,252176,Mini,Electronic City,Yelahanka,,,0,,1,Customer related issue,0,,,,,
2024-05-02,08:48:33,CNR6581464,Success,618794,Prime Plus,Frazer Town,New BEL Road,9.73,3.75,0,,0,,0,,708,39.9,3.4,4.6
2024-05-30,07:10:06,CNR7030378,Success,496117,eBike,BTM Layout,Richmond Town,4.7,9.99,0,,0,,0,,574,23.27,3.4,4.7
2024-05-18,00:28:38,CNR8004504,Incomplete,229622,Prime SUV,Commercial Street,Sadashivanagar,5.68,3.52,0,,0,,1,Other Issue,406,16.41,4.6,3.9
2024-05-06,06:39:16,CNR4399474,Cancelled by Driver,505855,Bike,Peenya,Old Airport Road,,,0,,1,Personal & Car related issues,0,,,,,
2024-05-29,12:58:03,CNR4177614,Success,621897,Bike,Frazer Town,Sahakara Nagar,4.93,5,0,,0,,0,,505,10.48,3.5,4.5
2024-05-08,12:51:31,CNR6898372,Cancelled by System,667782,Mini,Vijayanagar,Mahadevapura,,,0,,0,,0,,,,,
2024-05-05,18:06:30,CNR2383396,Success,939074,eBike,Frazer Town,HSR Layout,3.18,11.67,0,,0,,0,,1050,35.02,3.5,4.2
2024-05-23,05:09:19,CNR2306356,Success,529691,Prime Plus,Jalahalli,Vasanth Nagar,9.71,9.64,0,,0,,0,,206,16.03,4.8,4.3
2024-05-02,09:19:23,CNR9556160,Cancelled by Customer,570989,Bike,Sahakara Nagar,Banashankari,,,1,Change of plans,0,,0,,,,,
2024-05-05,12:56:27,CNR4349277,Success,702215,Prime SUV,Brookefield,Koramangala,7.47,6.13,0,,0,,0,,506,3.17,4.2,4.4
2024-05-18,00:38:13,CNR1075776,Success,193237,Prime SUV,Hoodi,Vasanth Nagar,1.75,9.62,0,,0,,0,,152,31.15,4.8,4.1
2024-05-08,10:12:50,CNR1907898,Cancelled by Driver,826939,Mini,Bellandur,Cooke Town,,,0,,1,The customer was coughing/sick,0,,,,,
2024-05-14,19:00:36,CNR5706368,Success,975811,Prime Sedan,Kalyan Nagar,JP Nagar,6.48,10.16,0,,0,,0,,230,23.76,4,4.3
2024-05-05,08:03:55,CNR2596160,Success,569896,Mini,Frazer Town,Marathahalli,1.9,4.8,0,,0,,0,,318,10.15,3.8,4.8
2024-05-17,13:02:37,CNR3464212,Cancelled by Driver,941321,Auto,Sanjay Nagar,Gokula,,,0,,1,More than permitted people in there,0,,,,,
2024-05-15,11:32:28,CNR5138411,Success,614786,eBike,Kalyan Nagar,Sadashivanagar,3.72,6.66,0,,0,,0,,437,12.46,3.1,3.6
2024-05-27,04:22:40,CNR9902353,Success,857739,Prime Sedan,Banashankari,Indiranagar,4.2,14.6,0,,0,,0,,52,21.71,5,4
2024-05-10,18:23:18,CNR7439382,Success,342798,eBike,Brookefield,Kammanahalli,5.74,9.53,0,,0,,0,,873,22.28,5,4.6
2024-05-06,22:24:04,CNR5310518,Cancelled by System,416412,Prime Sedan,Sarjapur Road,New BEL Road,,,0,,0,,0,,,,,
2024-05-19,16:12:44,CNR5207264,Success,762971,Bike,Cooke Town,Peenya,6.84,10.64,0,,0,,0,,542,42.53,3.9,4.2
2024-05-18,13:50:25,CNR3273077,Cancelled by Driver,385030,Prime Sedan,Vasanth Nagar,Bellandur,,,0,,1,Customer related issue,0,,,,,
2024-05-27,23:31:13,CNR2694967,Success,324847,Bike,Frazer Town,HSR Layout,8.36,12.62,0,,0,,0,,153,2.69,3.1,3.8
2024-05-03,14:08:41,CNR8686274,Success,963597,Auto,Yeshwanthpur,Kadugodi,6.13,14.72,0,,0,,0,,359,13.02,4.4,3.6
2024-05-26,01:32:11,CNR4260153,Cancelled by Driver,377739,Auto,Vijayanagar,Cooke Town,,,0,,1,More than permitted people in there,0,,,,,
2024-05-03,09:28:14,CNR4440727,Cancelled by Driver,953510,Auto,Kammanahalli,Gokula,,,0,,1,The customer was coughing/sick,0,,,,,
2024-05-18,16:37:46,CNR6225467,Cancelled by Driver,375718,eBike,Commercial Street,Richmond Town,,,0,,1,Personal & Car related issues,0,,,,,
2024-05-03,08:50:07,CNR1322964,Success,317663,Auto,Brookefield,Mathikere,2.14,9.59,0,,0,,0,,326,41.79,3.9,4.4
2024-05-03,18:18:30,CNR6551490,Success,114690,eBike,Hoodi,Mathikere,1.1,10.01,0,,0,,0,,823,3.62,3.2,3.6
2024-05-05,18:07:25,CNR3901286,Incomplete,970796,Prime Plus,BTM Layout,Indiranagar,6.46,2.99,0,,0,,1,Vehicle Breakdown,984,30.85,4.8,4.5
2024-05-10,05:36:48,CNR2825936,Success,954825,Prime SUV,Kalyan Nagar,Hebbal,8.58,10.29,0,,0,,0,,333,15.42,3.9,3.5
2024-05-12,08:11:11,CNR5066477,Success,794312,Auto,Domlur,Mahadevapura,7.83,10.76,0,,0,,0,,1198,13.04,4.5,4.2
2024-05-21,23:01:56,CNR1958476,Success,713499,Prime SUV,Jalahalli,Kadugodi,6.61,12.23,0,,0,,0,,928,23.86,3.7,4
2024-05-16,08:27:37,CNR9582947,Success,771764,eBike,Kammanahalli,Indiranagar,3.53,4.49,0,,0,,0,,403,15.81,3.4,4.8
2024-05-26,16:04:28,CNR9575455,Cancelled by Driver,399195,Prime Sedan,Hoodi,Marathahalli,,,0,,1,Personal & Car related issues,0,,,,,
2024-05-05,12:06:23,CNR6011183,Cancelled by Customer,920213,Auto,Cooke Town,Mahadevapura,,,1,Wrong Address,0,,0,,,,,
2024-05-23,23:52:13,CNR1876206,Cancelled by Driver,303595,Mini,Old Airport Road,Vijayanagar,,,0,,1,More than permitted people in there,0,,,,,
2024-05-24,10:30:29,CNR5349456,Success,550336,Prime Sedan,Vasanth Nagar,New BEL Road,7.71,4.5,0,,0,,0,,871,14.08,4.3,4.9
2024-05-03,00:05:19,CNR1862206,Success,976033,Auto,Frazer Town,Banashankari,5.3,2.08,0,,0,,0,,379,44.18,3.5,3.5
2024-05-05,08:23:45,CNR9869647,Cancelled by Driver,889899,eBike,Vidyaranyapura,Gokula,,,0,,1,Customer related issue,0,,,,,
2024-05-31,12:48:11,CNR5061072,Cancelled by Driver,204610,Auto,HSR Layout,Gokula,,,0,,1,The customer was coughing/sick,0,,,,,
2024-05-06,07:04:32,CNR8655100,Cancelled by Driver,256250,Prime Plus,Jalahalli,Sahakara Nagar,,,0,,1,More than permitted people in there,0,,,,,
2024-05-25,01:36:56,CNR8908408,Cancelled by Customer,193553,eBike,Sahakara Nagar,Bellandur,,,1,Driver is not moving towards pickup location,0,,0,,,,,
2024-05-12,19:32:33,CNR6699347,Cancelled by System,269884,Bike,Banashankari,Koramangala,,,0,,0,,0,,,,,
2024-05-08,00:17:10,CNR2680158,Cancelled by Driver,728782,Prime Plus,Rajajinagar,Richmond Town,,,0,,1,Customer related issue,0,,,,,
2024-05-04,12:04:30,CNR6774000,Success,713434,Prime Sedan,Yeshwanthpur,New BEL Road,8.49,9.52,0,,0,,0,,326,17.82,4.8,4.1
2024-05-15,03:55:57,CNR1052049,Success,562029,Prime SUV,Kadugodi,Commercial Street,4.86,10.34,0,,0,,0,,106,21.86,3.2,3.6
2024-05-13,16:18:33,CNR1314657,Success,164578,Mini,Ulsoor,Koramangala,4.87,6.91,0,,0,,0,,790,7.78,3.6,4.9
2024-05-18,06:13:49,CNR9067784,Success,249041,eBike,Kalyan Nagar,Langford Town,1.13,4.16,0,,0,,0,,1178,37.33,3.9,3.7
2024-05-26,14:44:53,CNR7415027,Success,319842,Mini,Bennigana Halli,Ulsoor,3.34,13.35,0,,0,,0,,349,29.01,4.3,3.8
2024-05-23,14:02:09,CNR1756476,Cancelled by System,655134,Auto,Electronic City,Marathahalli,,,0,,0,,0,,,,,
2024-05-15,23:25:24,CNR8719396,Success,977478,Prime Plus,Bellandur,Marathahalli,6.6,12.57,0,,0,,0,,382,22.25,4,3.7
2024-05-11,05:58:06,CNR2363653,Success,155794,Prime SUV,Commercial Street,Peenya,3.49,6.88,0,,0,,0,,363,26.61,3.8,5
2024-05-28,01:56:35,CNR3581639,Success,974732,Bike,Kadugodi,Commercial Street,8.6,5.18,0,,0,,0,,352,9.31,3.5,3.6
2024-05-29,10:51:02,CNR7337564,Success,247106,Bike,Brookefield,RT Nagar,7.47,5.15,0,,0,,0,,643,4.21,3.7,4.1
2024-05-18,20:47:07,CNR2734437,Success,991537,Prime SUV,Sanjay Nagar,Vasanth Nagar,9.08,12.47,0,,0,,0,,805,5.58,3.3,4.7
2024-05-11,07:24:22,CNR4396782,Cancelled by Customer,249990,Prime SUV,Ulsoor,Sadashivanagar,,,1,Wrong Address,0,,0,,,,,
2024-05-31,19:25:06,CNR3482004,Success,566148,Mini,Sadashivanagar,Hoodi,3.35,12.22,0,,0,,0,,519,25.33,4.5,4.9
2024-05-12,16:38:15,CNR7332573,Cancelled by Customer,851049,Auto,Sadashivanagar,Old Airport Road,,,1,Driver asked to cancel,0,,0,,,,,
2024-05-12,15:40:33,CNR9785969,Success,869854,Prime Plus,Old Airport Road,Brigade Road,9.1,5.73,0,,0,,0,,315,6.91,4.5,4.6
2024-05-24,09:35:53,CNR2946042,Success,199091,eBike,Frazer Town,Basavanagudi,7.6,9.59,0,,0,,0,,632,26.56,4.3,4.5
2024-05-26,03:10:28,CNR3145063,Cancelled by Customer,834966,eBike,Langford Town,Sarjapur Road,,,1,Driver is not moving towards pickup location,0,,0,,,,,
2024-05-24,13:28:42,CNR4176907,Success,901402,Prime Sedan,Richmond Town,Vijayanagar,6.08,11.36,0,,0,,0,,166,17.36,3.5,4.1
2024-05-27,00:21:43,CNR7018349,Success,365031,Mini,Malleshwaram,Vasanth Nagar,5.77,13.98,0,,0,,0,,298,22.85,4.3,4
2024-05-18,06:19:47,CNR8602884,Success,338516,Auto,Jayanagar,JP Nagar,5.4,4.97,0,,0,,0,,700,21.91,3.7,3.9
2024-05-12,07:36:28,CNR3049834,Cancelled by Driver,220264,Auto,Sadashivanagar,Domlur,,,0,,1,Customer related issue,0,,,,,
2024-05-04,20:01:14,CNR8851275,Success,348832,Bike,Vijayanagar,Varthur,4.24,7.89,0,,0,,0,,278,44.01,3.9,3.7
2024-05-17,10:21:18,CNR7216838,Success,473431,Prime SUV,Vidyaranyapura,Sahakara Nagar,4.67,14.51,0,,0,,0,,60,40.76,4,4.3
2024-05-11,21:04:19,CNR8135697,Success,389951,Prime Sedan,Yeshwanthpur,Vijayanagar,6.16,8.21,0,,0,,0,,1100,5.41,3.3,4.5
2024-05-03,00:34:54,CNR3755412,Success,320776,Mini,Hebbal,Old Airport Road,4.86,12.41,0,,0,,0,,236,34.39,4.5,4
2024-05-19,14:02:10,CNR4717499,Success,275421,Prime Sedan,Kadugodi,Vidyaranyapura,7.85,8.5,0,,0,,0,,129,11.5,4.1,4.9
2024-05-27,11:17:00,CNR3877018,Success,795358,Prime Sedan,HSR Layout,Langford Town,7.04,13.57,0,,0,,0,,464,9.75,3.4,3.9
2024-05-11,17:41:09,CNR8079285,Success,862996,Prime Sedan,Frazer Town,Bennigana Halli,4.91,6.21,0,,0,,0,,192,18.28,3.6,3.7
2024-05-12,14:54:34,CNR1982745,Success,679276,Bike,Varthur,Brigade Road,3.43,2.15,0,,0,,0,,546,19.04,3.4,4.8
2024-05-11,03:42:57,CNR6910989,Cancelled by Customer,248666,Prime SUV,Yeshwanthpur,Sadashivanagar,,,1,Wrong Address,0,,0,,,,,
2024-05-27,10:49:49,CNR4463759,Success,482988,Bike,Hoodi,Vasanth Nagar,6.21,2.45,0,,0,,0,,165,43.78,4.2,4.8
2024-05-16,08:10:12,CNR3434762,Success,117196,Prime Sedan,Marathahalli,Peenya,3.69,10.11,0,,0,,0,,368,9.01,3.1,3.7
2024-05-14,05:14:52,CNR2780842,Success,217259,Prime SUV,Jalahalli,Langford Town,6.52,4.19,0,,0,,0,,137,14.7,3.1,3.6
2024-05-08,13:31:31,CNR3888708,Success,283374,Prime SUV,Langford Town,Mathikere,5.22,12.2,0,,0,,0,,656,19.2,3.1,4.3
2024-05-13,15:07:08,CNR3843940,Cancelled by Driver,811498,Prime SUV,Brigade Road,Electronic City,,,0,,1,Customer related issue,0,,,,,
2024-05-18,05:38:49,CNR9919845,Success,362788,Prime Sedan,Malleshwaram,Richmond Town,6.07,6.44,0,,0,,0,,204,36.01,4,3.9
2024-05-04,22:09:10,CNR2458762,Success,276770,Bike,BTM Layout,Mathikere,6.82,11.64,0,,0,,0,,550,14.96,4.3,4.7
2024-05-30,19:35:24,CNR8304444,Cancelled by System,579431,Prime Plus,Sarjapur Road,Jalahalli,,,0,,0,,0,,,,,
2024-05-18,19:27:17,CNR3343160,Cancelled by Driver,994403,Prime Plus,Cooke Town,Jalahalli,,,0,,1,The customer was coughing/sick,0,,,,,
2024-05-30,13:21:30,CNR7379842,Success,699728,Mini,Old Airport Road,Sadashivanagar,9.45,10.61,0,,0,,0,,314,7.59,4.1,4.5
2024-05-04,13:54:16,CNR3398330,Success,812590,Auto,Langford Town,Bennigana Halli,8.31,2.98,0,,0,,0,,360,41.73,3.6,4.7
2024-05-16,03:46:21,CNR7361711,Cancelled by Customer,343123,eBike,Hoodi,Langford Town,,,1,Change of plans,0,,0,,,,,
2024-05-22,00:11:59,CNR5112978,Success,735005,Bike,Richmond Town,Jalahalli,3.56,2.32,0,,0,,0,,307,12.2,4.8,4.6
2024-05-06,11:44:37,CNR4370042,Cancelled by Driver,644273,Prime Plus,Sarjapur Road,Domlur,,,0,,1,Customer related issue,0,,,,,
2024-05-31,21:05:18,CNR3561279,Cancelled by Driver,358399,Bike,HSR Layout,Whitefield,,,0,,1,Customer related issue,0,,,,,
2024-05-01,00:08:45,CNR8532035,Success,122564,Mini,Bennigana Halli,Vijayanagar,7.8,8.59,0,,0,,0,,398,34.7,4.8,3.6
2024-05-17,03:56:54,CNR5323748,Success,787842,eBike,Bannerghatta Road,Mahadevapura,3.65,3.48,0,,0,,0,,345,15.46,4.6,4.9
2024-05-19,14:09:47,CNR8720578,Success,856463,Mini,Rajajinagar,CV Raman Nagar,2.02,13.77,0,,0,,0,,644,1.91,4.7,3.6
2024-05-12,04:55:17,CNR7012910,Cancelled by Driver,935758,Auto,Gokula,Hebbal,,,0,,1,More than permitted people in there,0,,,,,
2024-05-04,20:40:45,CNR3611228,Cancelled by Driver,473087,Auto,Cooke Town,Mahadevapura,,,0,,1,Customer related issue,0,,,,,
2024-05-18,04:33:10,CNR2618245,Success,453626,Prime Plus,HSR Layout,Jayanagar,9.54,6.17,0,,0,,0,,824,7.53,3.6,4.8
2024-05-05,18:55:20,CNR5912940,Success,188443,Prime SUV,Commercial Street,Bellandur,1.62,10.32,0,,0,,0,,382,41.92,4,4.7
2024-05-22,12:08:40,CNR3843627,Cancelled by System,524534,Prime Sedan,Koramangala,Kammanahalli,,,0,,0,,0,,,,,
2024-05-26,15:37:28,CNR6787189,Success,887178,Prime SUV,Bannerghatta Road,Jayanagar,9.14,12.22,0,,0,,0,,151,14.41,3.6,4.9
2024-05-15,20:26:08,CNR6453603,Success,759402,eBike,Electronic City,BTM Layout,9.8,11.19,0,,0,,0,,258,9.26,4.2,4.9
2024-05-06,22:17:55,CNR9233888,Success,388306,Mini,BTM Layout,Vidyaranyapura,3.03,12.3,0,,0,,0,,263,35.96,3,4.7
2024-05-24,23:36:13,CNR6177394,Success,151751,Mini,Jalahalli,RT Nagar,5.96,10.81,0,,0,,0,,353,25.16,5,3.6
2024-05-04,03:31:08,CNR4150161,Cancelled by Driver,250177,Prime Sedan,Varthur,Richmond Town,,,0,,1,More than permitted people in there,0,,,,,
2024-05-10,16:19:30,CNR1497650,Success,344839,eBike,Basavanagudi,Sanjay Nagar,1.7,3.71,0,,0,,0,,691,21.9,4.3,3.8
2024-05-14,15:52:40,CNR9303278,Success,572112,Prime SUV,Brookefield,Varthur,4.12,12.07,0,,0,,0,,224,27.17,3.6,4.2
2024-05-18,19:25:58,CNR2475107,Cancelled by System,392847,Bike,Electronic City,Brookefield,,,0,,0,,0,,,,,
2024-05-02,11:49:08,CNR1084085,Success,306594,Prime Sedan,MG Road,Indiranagar,3.86,14.95,0,,0,,0,,101,1.49,3.7,4.4
2024-05-25,07:24:01,CNR3580261,Success,314173,Mini,Yelahanka,Bannerghatta Road,2.73,3.09,0,,0,,0,,69,31.98,3.5,4.6
2024-05-11,08:55:05,CNR8485569,Cancelled by Customer,402562,Prime SUV,Jayanagar,JP Nagar,,,1,Driver is not moving towards pickup location,0,,0,,,,,
2024-05-15,19:32:10,CNR2091788,Cancelled by Customer,633795,Prime Sedan,Frazer Town,Hoodi,,,1,Driver asked to cancel,0,,0,,,,,
2024-05-31,02:02:53,CNR8641914,Success,931314,Bike,Koramangala,Commercial Street,2.9,11.2,0,,0,,0,,467,12.82,4,4.5
2024-05-24,17:47:07,CNR3980839,Cancelled by System,441947,Bike,Kammanahalli,Peenya,,,0,,0,,0,,,,,
2024-05-11,19:55:39,CNR8690301,Success,779692,Prime Sedan,Koramangala,Malleshwaram,5.09,14,0,,0,,0,,884,13.97,4,4
2024-05-01,22:39:10,CNR8505232,Success,758624,Prime Plus,Brigade Road,Vidyaranyapura,7.07,10.76,0,,0,,0,,305,20.02,4.6,4.5
2024-05-18,22:41:56,CNR7317077,Incomplete,453003,Prime Plus,Domlur,Mathikere,9.94,13.53,0,,0,,1,Other Issue,522,6,3.2,4.5
2024-05-19,21:20:21,CNR5544318,Success,646579,Auto,Peenya,Electronic City,9.66,11.14,0,,0,,0,,141,29.37,3.8,3.7
2024-05-02,01:54:38,CNR2171305,Incomplete,539279,Prime SUV,Vidyaranyapura,CV Raman Nagar,3.71,2.69,0,,0,,1,Other Issue,938,8.74,4.4,3.9
2024-05-12,09:31:26,CNR2186233,Success,289960,eBike,Richmond Town,Vidyaranyapura,2.91,2.49,0,,0,,0,,597,34.32,4.5,4.5
2024-05-11,08:05:49,CNR4376480,Success,284227,Auto,Kadugodi,Yeshwanthpur,2.3,11.19,0,,0,,0,,223,16.04,4.5,3.8
2024-05-17,04:29:37,CNR2068157,Success,555058,Mini,Basavanagudi,Sahakara Nagar,4.09,9.78,0,,0,,0,,60,31.67,4.8,3.9
2024-05-30,07:04:10,CNR9197847,Cancelled by Customer,996939,eBike,Jalahalli,Vijayanagar,,,1,Change of plans,0,,0,,,,,
2024-05-18,17:21:09,CNR4157390,Success,498553,eBike,MG Road,RT Nagar,6.65,4.68,0,,0,,0,,681,32.85,4,4.9
2024-05-24,22:30:40,CNR3651860,Cancelled by Driver,444733,Prime Sedan,Yelahanka,Kammanahalli,,,0,,1,More than permitted people in there,0,,,,,
2024-05-04,06:50:14,CNR4372663,Success,162859,eBike,Sanjay Nagar,Kadugodi,4.12,12.51,0,,0,,0,,856,13.35,4.6,3.6
2024-05-11,10:36:38,CNR9896343,Incomplete,127339,Prime SUV,Varthur,Vidyaranyapura,5.69,12.91,0,,0,,1,Customer Demand,70,24.31,3.3,5
2024-05-05,16:21:44,CNR1149628,Cancelled by System,776505,Prime SUV,Kadugodi,Frazer Town,,,0,,0,,0,,,,,
2024-05-12,11:11:24,CNR3702980,Incomplete,272665,Prime SUV,Cooke Town,Ulsoor,5.74,14.96,0,,0,,1,Customer Demand,979,7.05,4.9,4.7
2024-05-30,12:55:05,CNR4435642,Success,940142,Prime Sedan,Richmond Town,Commercial Street,3.57,7.26,0,,0,,0,,943,9.61,4.4,5
2024-05-21,12:54:35,CNR5360721,Cancelled by Driver,578750,Auto,New BEL Road,Bannerghatta Road,,,0,,1,More than permitted people in there,0,,,,,
2024-05-17,23:47:00,CNR6399736,Success,889390,Prime SUV,Peenya,Vasanth Nagar,7.02,4.87,0,,0,,0,,50,15.89,3.9,3.8
2024-05-12,17:37:05,CNR6383583,Cancelled by Driver,821371,Bike,Koramangala,JP Nagar,,,0,,1,Customer related issue,0,,,,,
2024-05-18,13:41:16,CNR8928153,Incomplete,719182,Mini,Bellandur,Sarjapur Road,1.29,3.62,0,,0,,1,Customer Demand,148,33.58,4.5,3.7
2024-05-26,08:35:49,CNR1392762,Cancelled by Driver,797200,eBike,Sarjapur Road,Vidyaranyapura,,,0,,1,More than permitted people in there,0,,,,,
2024-05-18,16:25:47,CNR6994867,Success,294542,Auto,New BEL Road,Bellandur,9.77,2.32,0,,0,,0,,218,38.6,3.8,4.2
2024-05-23,11:41:02,CNR3095554,Cancelled by Driver,722797,Prime SUV,Koramangala,Jalahalli,,,0,,1,The customer was coughing/sick,0,,,,,
2024-05-30,09:43:10,CNR2317934,Cancelled by Driver,815584,Auto,Ulsoor,Sadashivanagar,,,0,,1,The customer was coughing/sick,0,,,,,
2024-05-20,13:17:48,CNR9365909,Incomplete,500235,Prime Sedan,Kadugodi,Yelahanka,4.18,10.41,0,,0,,1,Customer Demand,366,31.56,4.3,3.8
2024-05-13,11:59:28,CNR6675914,Incomplete,471963,Prime SUV,Sanjay Nagar,New BEL Road,8.71,8.05,0,,0,,1,Other Issue,898,15.51,3.4,3.8
2024-05-11,23:15:20,CNR6166495,Success,412639,eBike,Jalahalli,Old Airport Road,7.72,6.06,0,,0,,0,,291,34.73,4.4,4.9
2024-05-07,11:25:36,CNR2374337,Success,911088,Bike,Richmond Town,Hoodi,5.38,14.11,0,,0,,0,,439,6.01,4.4,4.9
2024-05-01,15:23:44,CNR5452291,Success,577809,Prime Sedan,CV Raman Nagar,Bannerghatta Road,3.9,2.06,0,,0,,0,,448,11.09,4.3,3.9
2024-05-26,21:28:19,CNR4808881,Cancelled by System,164955,Bike,Bennigana Halli,CV Raman Nagar,,,0,,0,,0,,,,,
2024-05-23,00:19:08,CNR3176853,Cancelled by Driver,188383,Prime Plus,Basavanagudi,Hoodi,,,0,,1,The customer was coughing/sick,0,,,,,
2024-05-17,03:18:07,CNR7513646,Success,277132,Auto,Kadugodi,Vidyaranyapura,9.68,9.81,0,,0,,0,,781,25.7,5,4.4
2024-05-25,19:25:59,CNR7251853,Incomplete,326617,Bike,Domlur,BTM Layout,3.9,7.2,0,,0,,1,Vehicle Breakdown,579,41.22,4.3,3.8
2024-05-09,09:06:36,CNR7411712,Cancelled by Driver,234934,Prime Sedan,Peenya,Mahadevapura,,,0,,1,Personal & Car related issues,0,,,,,
2024-05-02,15:39:17,CNR3550772,Success,357341,Bike,Vidyaranyapura,CV Raman Nagar,7.35,13.18,0,,0,,0,,387,20.61,4.4,4.4
2024-05-27,01:48:53,CNR6958439,Cancelled by Customer,242620,Prime Plus,MG Road,Sadashivanagar,,,1,AC is not working,0,,0,,,,,
2024-05-19,12:22:28,CNR7991656,Success,382479,Prime SUV,Cooke Town,Vijayanagar,2.18,10.3,0,,0,,0,,229,18.67,3.4,4.7
2024-05-18,06:18:11,CNR4254091,Success,991789,Auto,Peenya,Basavanagudi,2.49,11.75,0,,0,,0,,85,3.11,3.5,4.9
2024-05-23,14:43:05,CNR2484318,Success,603791,Prime Plus,Hoodi,Old Airport Road,4.66,7.19,0,,0,,0,,242,6.84,3.9,3.6
2024-05-10,07:22:49,CNR4548926,Cancelled by Driver,636624,Bike,Koramangala,Kammanahalli,,,0,,1,Personal & Car related issues,0,,,,,
